record_type,product_id,brand,name,code,product_quantity,street_price,suggested_price,price_novat,plain_description,weight,picture 1,picture 2,picture 3,Firme,Categorie,Sottocategorie,altro,season,7dayssale,color,partner,service,Sunglasses,Warehouse2,bicolors,Watches,Print, Genere,shoes,model_id,barcode,model_size,model_quantity
MODEL,39556," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121933,,S,13
MODEL,39556," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121934,,M,27
MODEL,39556," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121935,,L,15
MODEL,39556," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121936,,XL,3
PRODUCT,39557,Geographical Norway,Burger,Burger_man_red,13,160.00,,24.90,"Mens padded jacket ᐧ - line squadra italiana ᐧ - 100% polyester ᐧ - detachable hood ᐧ - zip fastening ᐧ - two external pockets, one inside pocket ᐧ - wash at 30°",2.00,http://www.brandsdistribution.com/prod/stock_prod39557_image_1104824772.jpg,http://www.brandsdistribution.com/prod/stock_prod39557_image_1414504073.jpg,http://www.brandsdistribution.com/prod/stock_prod39557_image_1572940888.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,39557," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121938,,S,10
MODEL,39557," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121939,,M,3
PRODUCT,41288,Geographical Norway,Buzz,RP_Buzz_man_black,411,119.00,,29.90,Parka men ᐧ Jacket with embros ᐧ pockets zipped ᐧ outshell: 100% polyamide ᐧ lining: 100% polyester ᐧ zip closure ᐧ hand wash,2.00,http://www.brandsdistribution.com/prod/stock_prod41288_image_994159096.jpg,http://www.brandsdistribution.com/prod/stock_prod41288_image_2094515512.jpg,http://www.brandsdistribution.com/prod/stock_prod41288_image_1950258001.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41288," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126345,3543112704925   ,S,75
MODEL,41288," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126346,3543112704932   ,M,128
MODEL,41288," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126347,3543112704949   ,L,148
MODEL,41288," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126348,3543112704956   ,XL,41
MODEL,41288," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126349,3543112704963   ,XXL,19
PRODUCT,41289,Geographical Norway,Buzz,RP_Buzz_man_grey,41,119.00,,29.90,Parka men ᐧ Jacket with embros ᐧ pockets zipped ᐧ outshell: 100% polyamide ᐧ lining: 100% polyester ᐧ zip closure ᐧ hand wash,2.00,http://www.brandsdistribution.com/prod/stock_prod41289_image_372083607.jpg,http://www.brandsdistribution.com/prod/stock_prod41289_image_1070133522.jpg,http://www.brandsdistribution.com/prod/stock_prod41289_image_2096770758.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41289," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126350,3543112704970   ,S,31
MODEL,41289," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126351,3543112704987   ,M,6
MODEL,41289," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126353,3543112705007   ,XL,4
PRODUCT,45053,Geographical Norway,Canterburry,RP_Canterburry_black,91,120.00,,27.50," Jacket , collection: Royal Polo, with cap, Zip closure, parka with animations , 100% polyestere",2.00,http://www.brandsdistribution.com/prod/stock_prod45053_image_212998807.JPG,http://www.brandsdistribution.com/prod/stock_prod45053_image_159826590.JPG,http://www.brandsdistribution.com/prod/stock_prod45053_image_767948549.JPG,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,45053," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136229,3543112798146,S,10
MODEL,45053," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136230,3543112798153,M,14
MODEL,45053," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136231,3543112798160,L,24
MODEL,45053," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136232,3543112798177,XL,26
MODEL,45053," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136233,3543112798184,XXL,15
MODEL,45053," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136234,3543112798191,XXXL,2
PRODUCT,45054,Geographical Norway,Canterburry,RP_Canterburry_navy,32,120.00,,27.50," Jacket , collection: Royal Polo, with cap, Zip closure, parka with animations , 100% polyestere",2.00,http://www.brandsdistribution.com/prod/stock_prod45054_image_434842273.JPG,http://www.brandsdistribution.com/prod/stock_prod45054_image_2054670308.JPG,http://www.brandsdistribution.com/prod/stock_prod45054_image_829023077.JPG,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,45054," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136235,3543112798252,M,4
MODEL,45054," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136236,3543112798269,L,12
MODEL,45054," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136237,3543112798276,XL,9
MODEL,45054," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136238,3543112798283,XXL,7
PRODUCT,45055,Geographical Norway,Canterburry,RP_Canterburry_red,47,120.00,,27.50," Jacket , collection: Royal Polo, with cap, Zip closure, parka with animations , 100% polyestere",2.00,http://www.brandsdistribution.com/prod/stock_prod45055_image_1622544998.JPG,http://www.brandsdistribution.com/prod/stock_prod45055_image_1667122938.JPG,http://www.brandsdistribution.com/prod/stock_prod45055_image_599156173.JPG,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,45055," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136240,3543112798306,M,6
MODEL,45055," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136241,3543112798313,L,20
MODEL,45055," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136242,3543112798320,XL,16
MODEL,45055," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136243,3543112798337,XXL,5
PRODUCT,45056,Geographical Norway,Canterburry,RP_Canterburry_white,51,120.00,,27.50," Jacket , collection: Royal Polo, with cap, Zip closure, parka with animations , 100% polyestere",2.00,http://www.brandsdistribution.com/prod/stock_prod45056_image_1689511026.JPG,http://www.brandsdistribution.com/prod/stock_prod45056_image_288312784.JPG,http://www.brandsdistribution.com/prod/stock_prod45056_image_1921347416.JPG,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,45056," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136244,3543112798207,S,9
MODEL,45056," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136245,3543112798214,M,14
MODEL,45056," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136246,3543112798221,L,15
MODEL,45056," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136247,3543112798238,XL,6
MODEL,45056," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136248,3543112798245,XXL,7
PRODUCT,39558,Geographical Norway,Caradona,Caradona_man_black,338,160.00,,24.90,"Mens padded jacket ᐧ - 100% polyamide, internal polyester ᐧ - detachable hood ᐧ - zip fastening ᐧ - two external pockets, two internal pockets ᐧ - Hand wash",2.00,http://www.brandsdistribution.com/prod/stock_prod39558_image_1990495454.jpg,http://www.brandsdistribution.com/prod/stock_prod39558_image_896287385.jpg,http://www.brandsdistribution.com/prod/stock_prod39558_image_134142623.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,39558," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121942,,S,46
MODEL,39558," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121943,,M,68
MODEL,39558," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121944,,L,116
MODEL,39558," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121945,,XL,64
MODEL,39558," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121946,,XXL,44
PRODUCT,39559,Geographical Norway,Caradona,Caradona_man_navy,226,160.00,,24.90,"Mens padded jacket ᐧ - 100% polyamide, internal polyester ᐧ - detachable hood ᐧ - zip fastening ᐧ - two external pockets, two internal pockets ᐧ - Hand wash",2.00,http://www.brandsdistribution.com/prod/stock_prod39559_image_767415310.jpg,http://www.brandsdistribution.com/prod/stock_prod39559_image_63602941.jpg,http://www.brandsdistribution.com/prod/stock_prod39559_image_937718082.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,39559," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121947,,S,21
MODEL,39559," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121948,,M,37
MODEL,39559," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121949,,L,91
MODEL,39559," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121950,,XL,34
MODEL,39559," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121951,,XXL,43
PRODUCT,39560,Geographical Norway,Caradona,Caradona_man_orange,82,160.00,,24.90,"Mens padded jacket ᐧ - 100% polyamide, internal polyester ᐧ - detachable hood ᐧ - zip fastening ᐧ - two external pockets, two internal pockets ᐧ - Hand wash",2.00,http://www.brandsdistribution.com/prod/stock_prod39560_image_1791616882.jpg,http://www.brandsdistribution.com/prod/stock_prod39560_image_1468842755.jpg,http://www.brandsdistribution.com/prod/stock_prod39560_image_1641075349.jpg,Geographical Norway,Men,Jackets," "," "," ",Orange," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,39560," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121952,,M,22
MODEL,39560," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121953,,L,41
MODEL,39560," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121954,,XL,19
PRODUCT,49972,Geographical Norway,Cardinal,RP_Cardinal_man_red,36,160.00,,29.90,"Mens hooded jacket ᐧ zip fastening, removable zipped hood, 2 external zipped pockets, 2 internal pockets ᐧ internal composition: 100% pl, external composition: 100% pa ᐧ handwash",2.00,http://www.brandsdistribution.com/prod/stock_prod49972_image_873467605.jpg,http://www.brandsdistribution.com/prod/stock_prod49972_image_1080672587.jpg,http://www.brandsdistribution.com/prod/stock_prod49972_image_1158516314.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,49972," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147266,,S,16
MODEL,49972," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147267,,M,10
MODEL,49972," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147268,,L,4
MODEL,49972," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147269,,XL,6
PRODUCT,49984,Geographical Norway,Cardinal,RP_Cardinal_man_black,135,160.00,,29.90,"Mens hooded jacket ᐧ zip fastening, removable zipped hood, 2 external zipped pockets, 2 internal pockets ᐧ internal composition: 100% pl, external composition: 100% pa ᐧ handwash",2.00,http://www.brandsdistribution.com/prod/stock_prod49984_image_1345139108.jpg,http://www.brandsdistribution.com/prod/stock_prod49984_image_1551491738.jpg,http://www.brandsdistribution.com/prod/stock_prod49984_image_98570775.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,49984," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147312,,S,24
MODEL,49984," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147313,,M,25
MODEL,49984," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147314,,L,34
MODEL,49984," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147315,,XL,32
MODEL,49984," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147316,,XXL,20
PRODUCT,50015,Geographical Norway,Cardinal,RP_Cardinal_man_grey,29,160.00,,29.90,"Mens hooded jacket ᐧ zip fastening, removable zipped hood, 2 external zipped pockets, 2 internal pockets ᐧ internal composition: 100% pl, external composition: 100% pa ᐧ handwash",2.00,http://www.brandsdistribution.com/prod/stock_prod50015_image_2120678984.jpg,http://www.brandsdistribution.com/prod/stock_prod50015_image_452316548.jpg,http://www.brandsdistribution.com/prod/stock_prod50015_image_1997872809.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,50015," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147449,,M,11
MODEL,50015," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147450,,L,10
MODEL,50015," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147451,,XL,3
MODEL,50015," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147452,,XXL,5
PRODUCT,50016,Geographical Norway,Cardinal,RP_Cardinal_man_navy,4,160.00,,29.90,"Mens hooded jacket ᐧ zip fastening, removable zipped hood, 2 external zipped pockets, 2 internal pockets ᐧ internal composition: 100% pl, external composition: 100% pa ᐧ handwash",2.00,http://www.brandsdistribution.com/prod/stock_prod50016_image_142814119.jpg,http://www.brandsdistribution.com/prod/stock_prod50016_image_192093742.jpg,http://www.brandsdistribution.com/prod/stock_prod50016_image_382678115.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,50016," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147453,,S,4
PRODUCT,45057,Geographical Norway,Carlsberg,Carlsberg_camo_black,5,110.00,,19.90," Summer Jacket, collection: Great Britain, animations, 100% polyammide",2.00,http://www.brandsdistribution.com/prod/stock_prod45057_image_1913423885.JPG,http://www.brandsdistribution.com/prod/stock_prod45057_image_558425776.JPG,http://www.brandsdistribution.com/prod/stock_prod45057_image_1861929953.JPG,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,45057," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136249,3543112794803,S,1
MODEL,45057," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136251,3543112794827,L,2
MODEL,45057," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136252,3543112794834,XL,2
PRODUCT,45059,Geographical Norway,Carlsberg,Carlsberg_camo_navy,4,110.00,,19.90," Summer Jacket, collection: Great Britain, animations, 100% polyammide",2.00,http://www.brandsdistribution.com/prod/stock_prod45059_image_1043102024.JPG,http://www.brandsdistribution.com/prod/stock_prod45059_image_1474931629.JPG,http://www.brandsdistribution.com/prod/stock_prod45059_image_1406677574.JPG,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,45059," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",136258,3543112794858,S,4
PRODUCT,45060,Geographical Norway,Carlsberg,Carlsberg_camo_red,13,110.00,,19.90," Summer Jacket, collection: Great Britain, animations, 100% polyammide",2.00,http://www.brandsdistribution.com/prod/stock_prod45060_image_1273772398.JPG,http://www.brandsdistribution.com/prod/stock_prod45060_image_940841528.JPG,http://www.brandsdistribution.com/prod/stock_prod45060_image_1621074353.JPG,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
