record_type,product_id,brand,name,code,product_quantity,street_price,suggested_price,price_novat,plain_description,weight,picture 1,picture 2,picture 3,Firme,Categorie,Sottocategorie,altro,season,7dayssale,color,partner,service,Sunglasses,Warehouse2,bicolors,Watches,Print, Genere,shoes,model_id,barcode,model_size,model_quantity
PRODUCT,47799,Geographical Norway,Bastos,Bastos_Men_royal,31,120.00,,27.50,jacket Man ᐧ theme: Italia ᐧ 100% polyester ᐧ zip closure ᐧ hand wash,0.50,http://www.brandsdistribution.com/prod/stock_prod47799_image_1580286278.jpg,http://www.brandsdistribution.com/prod/stock_prod47799_image_749962822.jpg,http://www.brandsdistribution.com/prod/stock_prod47799_image_1099933931.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,47799," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143336,3543112405129,S,7
MODEL,47799," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143337,3543112405136,M,3
MODEL,47799," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143338,3543112405143,L,10
MODEL,47799," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143339,3543112405150,XL,4
MODEL,47799," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143340,3543112405167,XXL,7
PRODUCT,47800,Geographical Norway,Bastos,Bastos_Men_white,29,120.00,,27.50,jacket Man ᐧ theme: Italia ᐧ 100% polyester ᐧ zip closure ᐧ hand wash,0.50,http://www.brandsdistribution.com/prod/stock_prod47800_image_683206825.jpg,http://www.brandsdistribution.com/prod/stock_prod47800_image_85031841.jpg,http://www.brandsdistribution.com/prod/stock_prod47800_image_1005066814.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,47800," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143341,3543112405037,S,8
MODEL,47800," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143342,3543112405044,M,2
MODEL,47800," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143343,3543112405051,L,13
MODEL,47800," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",143344,3543112405068,XL,6
PRODUCT,52781,Geographical Norway,Bellissimo,Bellissimo_man_anis,36,200.00,,29.90,Mens jacket with zipped detachable hood ᐧ ᐧ - zipped hood with detachable fur ᐧ ᐧ - external: 100% polyamide ᐧ ᐧ - interior: 100% polyester ᐧ ᐧ - zip fastening ᐧ ᐧ - 2 external pockets ᐧ ᐧ - two internal pockets ᐧ ᐧ - WASH 30°c,2.00,http://www.brandsdistribution.com/prod/stock_prod52781_image_1329704359.jpg,http://www.brandsdistribution.com/prod/stock_prod52781_image_71336312.jpg,http://www.brandsdistribution.com/prod/stock_prod52781_image_1195256672.jpg,Geographical Norway,Men,Jackets," "," "," ",Green," "," "," "," "," "," "," ",Men," "," "," "," "," "
MODEL,52781," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",153288,,M,11
MODEL,52781," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",153289,,L,7
MODEL,52781," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",153290,,XL,18
PRODUCT,52782,Geographical Norway,Bellissimo,Bellissimo_man_black,143,200.00,,39.90,Mens jacket with zipped detachable hood ᐧ ᐧ - zipped hood with detachable fur ᐧ ᐧ - external: 100% polyamide ᐧ ᐧ - interior: 100% polyester ᐧ ᐧ - zip fastening ᐧ ᐧ - 2 external pockets ᐧ ᐧ - two internal pockets ᐧ ᐧ - WASH 30°c,2.00,http://www.brandsdistribution.com/prod/stock_prod52782_image_2026900014.jpg,http://www.brandsdistribution.com/prod/stock_prod52782_image_1509172067.jpg,http://www.brandsdistribution.com/prod/stock_prod52782_image_73598370.jpg,Geographical Norway,Men,Jackets," "," "," ",Black," "," "," "," "," "," "," ",Men," "," "," "," "," "
MODEL,52782," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",153291,,S,32
MODEL,52782," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",153292,,M,12
MODEL,52782," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",153293,,L,69
MODEL,52782," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",153294,,XL,13
MODEL,52782," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",153295,,XXL,17
PRODUCT,54633,Geographical Norway,Belton,Belton_man_black,271,160.00,,29.90,"Mens hooded jacket  ᐧ ᐧ - zip fastening ᐧ - removable zipped hood ᐧ -  ᐧ ᐧ - 100% polyester, padding: 100% polyamide ᐧ ᐧ - zip fastening ᐧ ᐧ - 3 external pockets ᐧ ᐧ - two internal pockets ᐧ ᐧ - handwash",2.00,http://www.brandsdistribution.com/prod/stock_prod54633_image_347499842.jpg,http://www.brandsdistribution.com/prod/stock_prod54633_image_1289097516.jpg,http://www.brandsdistribution.com/prod/stock_prod54633_image_1508975000.jpg,Geographical Norway,Men,Jackets," "," "," ",Black," "," "," "," "," "," "," ",Men," "," "," "," "," "
MODEL,54633," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157569,3543113961549,S,41
MODEL,54633," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157570,3543113961556,M,83
MODEL,54633," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157571,3543113961563,L,81
MODEL,54633," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157572,3543113961570,XL,39
MODEL,54633," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157573,3543113961587,XXL,27
PRODUCT,39553,Geographical Norway,Bolide,Bolide_woman_purple,2,155.00,,29.90,"Womens padded jacket ᐧ ᐧ - 100% polyamide, internal polyester ᐧ ᐧ - Jacket with hood and removable fure ᐧ ᐧ - zip fastening ᐧ ᐧ - multipocket ᐧ ᐧ - Hand wash",2.00,http://www.brandsdistribution.com/prod/stock_prod39553_image_780466125.jpg,http://www.brandsdistribution.com/prod/stock_prod39553_image_118152303.jpg,http://www.brandsdistribution.com/prod/stock_prod39553_image_950416204.jpg,Geographical Norway,Women,Jackets," "," "," ",Purple," "," "," "," "," "," "," ",Women," "," "," "," "," "
MODEL,39553," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121923,,5,2
PRODUCT,54634,Geographical Norway,Borekas,Borekas_man_black,192,140.00,,29.90,jacket Man ᐧ ᐧ - 100% polyester ᐧ ᐧ - zip closure ᐧ -3 external pockets ᐧ ᐧ - Wash at 30°,2.00,http://www.brandsdistribution.com/prod/stock_prod54634_image_935035164.jpg,http://www.brandsdistribution.com/prod/stock_prod54634_image_662901466.jpg,http://www.brandsdistribution.com/prod/stock_prod54634_image_1406520294.jpg,Geographical Norway,Men,Jackets," "," "," ",Black," "," "," "," "," "," "," ",Men," "," "," "," "," "
MODEL,54634," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157574,3543113955555,S,19
MODEL,54634," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157575,3543113955562,M,32
MODEL,54634," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157576,3543113955579,L,70
MODEL,54634," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157577,3543113955586,XL,30
MODEL,54634," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157578,3543113955593,XXL,32
MODEL,54634," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157579,3543113955654,XXXL,9
PRODUCT,54645,Geographical Norway,Borekas,Borekas_man_navy,125,140.00,,29.90,jacket Man ᐧ ᐧ - 100% polyester ᐧ ᐧ - zip closure ᐧ -3 external pockets ᐧ ᐧ - Wash at 30°,2.00,http://www.brandsdistribution.com/prod/stock_prod54645_image_1123342448.jpg,http://www.brandsdistribution.com/prod/stock_prod54645_image_307935762.jpg,http://www.brandsdistribution.com/prod/stock_prod54645_image_672945312.jpg,Geographical Norway,Men,Jackets," "," "," ",Blue," "," "," "," "," "," "," ",Men," "," "," "," "," "
MODEL,54645," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157627,3543113955609,S,14
MODEL,54645," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157628,3543113955616,M,33
MODEL,54645," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157629,3543113955623,L,33
MODEL,54645," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157630,3543113955630,XL,32
MODEL,54645," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157631,3543113955647,XXL,13
PRODUCT,49971,Geographical Norway,Boulevard,RP_Boulevard_man_navy,62,160.00,,29.90,"Mens jacket ᐧ zip fastening, removable zipped hood, 2 external zipped pockets, 2 internal pockets ᐧ internal composition: 100% pl, external composition: 100% pa ᐧ handwash",2.00,http://www.brandsdistribution.com/prod/stock_prod49971_image_204260037.jpg,http://www.brandsdistribution.com/prod/stock_prod49971_image_988042863.jpg,http://www.brandsdistribution.com/prod/stock_prod49971_image_897845050.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,49971," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147261,,S,16
MODEL,49971," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147262,,M,9
MODEL,49971," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147263,,L,19
MODEL,49971," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147264,,XL,13
MODEL,49971," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147265,,XXL,5
PRODUCT,50013,Geographical Norway,Boulevard,RP_Boulevard_man_black,122,160.00,,29.90,"Mens jacket ᐧ zip fastening, removable zipped hood, 2 external zipped pockets, 2 internal pockets ᐧ internal composition: 100% pl, external composition: 100% pa ᐧ handwash",2.00,http://www.brandsdistribution.com/prod/stock_prod50013_image_1685626560.jpg,http://www.brandsdistribution.com/prod/stock_prod50013_image_1190594047.jpg,http://www.brandsdistribution.com/prod/stock_prod50013_image_137959377.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,50013," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147440,,S,16
MODEL,50013," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147441,,M,25
MODEL,50013," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147442,,L,41
MODEL,50013," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147443,,XL,27
MODEL,50013," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147444,,XXL,13
PRODUCT,50014,Geographical Norway,Boulevard,RP_Boulevard_man_red,59,160.00,,29.90,"Mens jacket ᐧ zip fastening, removable zipped hood, 2 external zipped pockets, 2 internal pockets ᐧ internal composition: 100% pl, external composition: 100% pa ᐧ handwash",2.00,http://www.brandsdistribution.com/prod/stock_prod50014_image_718012714.jpg,http://www.brandsdistribution.com/prod/stock_prod50014_image_2147302076.jpg,http://www.brandsdistribution.com/prod/stock_prod50014_image_362484780.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,50014," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147445,,S,8
MODEL,50014," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147446,,M,21
MODEL,50014," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147447,,L,22
MODEL,50014," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147448,,XL,8
PRODUCT,41386,Geographical Norway,Buckingham,Buckingham_man_black,8,107.00,,19.90,Parka men ᐧ Hooded Jacket with multi animations Buckingham ᐧ 100% nylon ᐧ zip closure ᐧ hand wash,2.00,http://www.brandsdistribution.com/prod/stock_prod41386_image_1661224632.jpg,http://www.brandsdistribution.com/prod/stock_prod41386_image_1567713764.jpg,http://www.brandsdistribution.com/prod/stock_prod41386_image_1244042950.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41386," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126770,3543112673139   ,S,6
MODEL,41386," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126771,3543112673146   ,M,2
PRODUCT,49957,Geographical Norway,Bugsy,Bugsy_woman_white,2,180.00,,39.90,"Womens hooded jacket ᐧ zip and buttons fastening, zipped hood with removable fur, 6 external pockets, 2 internal pockets ᐧ internal composition: 100% pl, external composition: 100% pl ᐧ handwash",2.00,http://www.brandsdistribution.com/prod/stock_prod49957_image_545237863.jpg,http://www.brandsdistribution.com/prod/stock_prod49957_image_2017685687.jpg,http://www.brandsdistribution.com/prod/stock_prod49957_image_444195826.jpg,Geographical Norway,Men,Jackets," "," "," ",White," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,49957," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147198,,3,1
MODEL,49957," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",147200,,5,1
PRODUCT,36589,Geographical Norway,Building,Building_man_red,8,159.00,,49.90,"Womens padded jacket ᐧ ᐧ - resistant to water and wind ᐧ ᐧ - external: 100% polyester, internal polyester ᐧ ᐧ - Jacket with hood and fure ᐧ ᐧ - multipocket ᐧ ᐧ - Hand wash",2.00,http://www.brandsdistribution.com/prod/stock_prod36589_image_617453985.jpg,http://www.brandsdistribution.com/prod/stock_prod36589_image_1300601147.jpg,http://www.brandsdistribution.com/prod/stock_prod36589_image_1238041933.jpg,Geographical Norway,Men,Jackets," "," "," ",Red," "," "," "," "," "," "," ",Men," "," "," "," "," "
MODEL,36589," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",114886,3543112625794,XXL,8
PRODUCT,36590,Geographical Norway,Building,Building_man_white,3,200.00,,49.90,- Men's jacket ᐧ - 100% polyester ᐧ parka with hood and fur ᐧ - two external pockets ᐧ - wash at 30° C,2.00,http://www.brandsdistribution.com/prod/stock_prod36590_image_1087715912.jpg,http://www.brandsdistribution.com/prod/stock_prod36590_image_1947461082.jpg,http://www.brandsdistribution.com/prod/stock_prod36590_image_1138981160.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,36590," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",114887,8050750007608,S,1
MODEL,36590," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",114890,8050750008490,XL,1
MODEL,36590," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",114891,8050750008506,XXL,1
PRODUCT,36592,Geographical Norway,Building,Building_woman_choco,1,159.00,,29.90,"Womens padded jacket ᐧ ᐧ - resistant to water and wind ᐧ ᐧ - external: 100% polyester, internal polyester ᐧ ᐧ - Jacket with hood and fure ᐧ ᐧ - multipocket ᐧ ᐧ - Hand wash",2.00,http://www.brandsdistribution.com/prod/stock_prod36592_image_2124297325.jpg,http://www.brandsdistribution.com/prod/stock_prod36592_image_1750084911.jpg,http://www.brandsdistribution.com/prod/stock_prod36592_image_850373028.jpg,Geographical Norway,Women,Jackets," "," "," ",Brown," "," "," "," "," "," "," ",Women," "," "," "," "," "
MODEL,36592," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",114900,8050750008599,4,1
PRODUCT,36594,Geographical Norway,Building,Building_woman_red,10,159.00,,29.90,"Womens padded jacket ᐧ ᐧ - resistant to water and wind ᐧ ᐧ - external: 100% polyester, internal polyester ᐧ ᐧ - Jacket with hood and fure ᐧ ᐧ - multipocket ᐧ ᐧ - Hand wash",2.00,http://www.brandsdistribution.com/prod/stock_prod36594_image_914093468.jpg,http://www.brandsdistribution.com/prod/stock_prod36594_image_1828628946.jpg,http://www.brandsdistribution.com/prod/stock_prod36594_image_797337762.jpg,Geographical Norway,Women,Jackets," "," "," ",Red," "," "," "," "," "," "," ",Women," "," "," "," "," "
MODEL,36594," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",114909,8050750008681,4,10
PRODUCT,36595,Geographical Norway,Building,Building_woman_white,6,159.00,,29.90,"Womens padded jacket ᐧ ᐧ - resistant to water and wind ᐧ ᐧ - external: 100% polyester, internal polyester ᐧ ᐧ - Jacket with hood and fure ᐧ ᐧ - multipocket ᐧ ᐧ - Hand wash",2.00,http://www.brandsdistribution.com/prod/stock_prod36595_image_905659641.jpg,http://www.brandsdistribution.com/prod/stock_prod36595_image_1566105795.jpg,http://www.brandsdistribution.com/prod/stock_prod36595_image_134291092.jpg,Geographical Norway,Women,Jackets," "," "," ",White," "," "," "," "," "," "," ",Women," "," "," "," "," "
MODEL,36595," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",114912,8050750008711,3,2
MODEL,36595," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",114913,8050750008728,4,4
PRODUCT,55727,Geographical Norway,Building,Building_man_dgrey,4,159.00,,49.90,Men's jacket ᐧ ᐧ - 100% polyester ᐧ ᐧ - parka with hood and fur ᐧ ᐧ - two external pockets ᐧ ᐧ - wash at 30° C,2.00,http://www.brandsdistribution.com/prod/stock_prod55727_image_691922162.jpg,http://www.brandsdistribution.com/prod/stock_prod55727_image_1361293252.jpg,http://www.brandsdistribution.com/prod/stock_prod55727_image_1385356955.jpg,Geographical Norway,Men,Jackets," "," "," ",Grey," "," "," "," "," "," "," ",Men," "," "," "," "," "
MODEL,55727," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",159356,,XL,3
MODEL,55727," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",159358,,XXXL,1
PRODUCT,55732,Geographical Norway,Building,Building_man_orange,3,159.00,,49.90,Men's jacket ᐧ ᐧ - 100% polyester ᐧ ᐧ - parka with hood and fur ᐧ ᐧ - two external pockets ᐧ ᐧ - wash at 30° C,2.00,http://www.brandsdistribution.com/prod/stock_prod55732_image_1237608897.jpg,http://www.brandsdistribution.com/prod/stock_prod55732_image_1392002776.jpg,http://www.brandsdistribution.com/prod/stock_prod55732_image_1342091541.jpg,Geographical Norway,Men,Jackets," "," "," ",Orange," "," "," "," "," "," "," ",Men," "," "," "," "," "
MODEL,55732," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",159375,,S,3
PRODUCT,55740,Geographical Norway,Building,Building_man_dbrown,1,159.00,,49.90,Men's jacket ᐧ ᐧ - 100% polyester ᐧ ᐧ - parka with hood and fur ᐧ ᐧ - two external pockets ᐧ ᐧ - wash at 30° C,2.00,http://www.brandsdistribution.com/prod/stock_prod55740_image_1881278482.jpg,http://www.brandsdistribution.com/prod/stock_prod55740_image_1735289111.jpg,http://www.brandsdistribution.com/prod/stock_prod55740_image_1674931829.jpg,Geographical Norway,Men,Jackets," "," "," ",Brown," "," "," "," "," "," "," ",Men," "," "," "," "," "
MODEL,55740," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",159419,,XXL,1
PRODUCT,55728,Geographical Norway,Bulbeuse,Bulbeuse_woman_pink,14,159.00,,39.90,"Womens padded jacket ᐧ ᐧ - resistant to water and wind ᐧ ᐧ - external: 100% polyester, internal polyester ᐧ ᐧ - Jacket with hood and fure ᐧ ᐧ - multipocket ᐧ ᐧ - Hand wash",2.00,http://www.brandsdistribution.com/prod/stock_prod55728_image_1812448899.jpg,http://www.brandsdistribution.com/prod/stock_prod55728_image_1743957748.jpg,http://www.brandsdistribution.com/prod/stock_prod55728_image_1853978855.jpg,Geographical Norway,Women,Jackets," "," "," ",Pink," "," "," "," "," "," "," ",Women," "," "," "," "," "
MODEL,55728," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",159361,,3,6
MODEL,55728," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",159362,,4,8
PRODUCT,55741,Geographical Norway,Bulbeuse,Bulbeuse_woman_purple,25,159.00,,39.90,"Womens padded jacket ᐧ ᐧ - resistant to water and wind ᐧ ᐧ - external: 100% polyester, internal polyester ᐧ ᐧ - Jacket with hood and fure ᐧ ᐧ - multipocket ᐧ ᐧ - Hand wash",2.00,http://www.brandsdistribution.com/prod/stock_prod55741_image_1221706073.jpg,http://www.brandsdistribution.com/prod/stock_prod55741_image_1733792840.jpg,http://www.brandsdistribution.com/prod/stock_prod55741_image_1466536167.jpg,Geographical Norway,Women,Jackets," "," "," ",Purple," "," "," "," "," "," "," ",Women," "," "," "," "," "
MODEL,55741," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",159421,,2,1
MODEL,55741," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",159422,,3,7
MODEL,55741," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",159423,,4,8
MODEL,55741," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",159424,,5,9
PRODUCT,55742,Geographical Norway,Bulbeuse,Bulbeuse_woman_red,5,159.00,,32.90,"Womens padded jacket ᐧ ᐧ - resistant to water and wind ᐧ ᐧ - external: 100% polyester, internal polyester ᐧ ᐧ - Jacket with hood and fure ᐧ ᐧ - multipocket ᐧ ᐧ - Hand wash",2.00,http://www.brandsdistribution.com/prod/stock_prod55742_image_208781313.jpg,http://www.brandsdistribution.com/prod/stock_prod55742_image_551020326.jpg,http://www.brandsdistribution.com/prod/stock_prod55742_image_1062559966.jpg,Geographical Norway,Women,Jackets," "," "," ",Red," "," "," "," "," "," "," ",Women," "," "," "," "," "
MODEL,55742," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",159428,,4,5
PRODUCT,55752,Geographical Norway,Bulbeuse,Bulbeuse_woman_white,10,159.00,,32.90,"Womens padded jacket ᐧ ᐧ - resistant to water and wind ᐧ ᐧ - external: 100% polyester, internal polyester ᐧ ᐧ - Jacket with hood and fure ᐧ ᐧ - multipocket ᐧ ᐧ - Hand wash",2.00,http://www.brandsdistribution.com/prod/stock_prod55752_image_893140630.jpg,http://www.brandsdistribution.com/prod/stock_prod55752_image_928967401.jpg,http://www.brandsdistribution.com/prod/stock_prod55752_image_1368101624.jpg,Geographical Norway,Women,Jackets," "," "," ",White," "," "," "," "," "," "," ",Women," "," "," "," "," "
MODEL,55752," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",159472,,3,10
PRODUCT,39555,Geographical Norway,Burger,Burger_man_black,131,160.00,,24.90,"Mens padded jacket ᐧ - line squadra italiana ᐧ - 100% polyester ᐧ - detachable hood ᐧ - zip fastening ᐧ - two external pockets, one inside pocket ᐧ - wash at 30°",2.00,http://www.brandsdistribution.com/prod/stock_prod39555_image_545748010.jpg,http://www.brandsdistribution.com/prod/stock_prod39555_image_69235458.jpg,http://www.brandsdistribution.com/prod/stock_prod39555_image_936369606.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,39555," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121928,,S,23
MODEL,39555," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121929,,M,20
MODEL,39555," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121930,,L,61
MODEL,39555," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121931,,XL,22
MODEL,39555," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121932,,XXL,5
PRODUCT,39556,Geographical Norway,Burger,Burger_man_navy,58,160.00,,24.90,"Mens padded jacket ᐧ - line squadra italiana ᐧ - 100% polyester ᐧ - detachable hood ᐧ - zip fastening ᐧ - two external pockets, one inside pocket ᐧ - wash at 30°",2.00,http://www.brandsdistribution.com/prod/stock_prod39556_image_334557474.jpg,http://www.brandsdistribution.com/prod/stock_prod39556_image_423232320.jpg,http://www.brandsdistribution.com/prod/stock_prod39556_image_1014774935.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
